age,gender,cgpa,branch,internships_count,projects_count,coding_skill_score,aptitude_score,communication_skill_score,logical_reasoning_score,mock_interview_score,attendance_percentage,backlogs,placement_status,salary_package_lpa
25,Female,8.96,CIVIL,4,0,51,52,100,85,90,66.2,0,Placed,15.09
25,Male,7.64,ECE,0,2,90,88,100,74,63,70.0,0,Placed,13.12
25,Female,7.01,MECH,4,1,47,82,69,74,36,66.7,0,Not Placed,0.0
25,Male,5.15,ECE,0,4,73,88,89,90,39,99.0,1,Not Placed,0.0
25,Male,8.77,AIML,3,1,47,48,83,69,31,86.3,0,Placed,14.08
24,Male,9.86,ECE,0,1,86,95,85,60,59,67.2,0,Placed,16.98
22,Female,8.1,ECE,0,3,44,85,51,97,58,77.0,0,Placed,11.29
25,Male,9.28,MECH,3,1,87,40,41,64,89,70.8,0,Placed,17.32
22,Female,7.58,MECH,1,4,31,62,99,52,46,87.4,0,Not Placed,0.0
22,Male,6.16,CSE,4,3,43,79,60,46,85,94.7,3,Not Placed,0.0
21,Female,5.07,AIML,2,1,50,73,68,45,80,76.0,1,Not Placed,0.0
24,Female,8.27,CSE,1,3,72,75,97,59,54,77.2,0,Placed,13.84
25,Male,7.47,MECH,4,1,74,89,68,84,45,75.9,0,Placed,13.9
20,Female,8.91,ECE,0,0,63,84,55,44,54,78.0,0,Placed,13.71
23,Male,8.47,MECH,1,0,100,53,90,77,44,61.4,0,Placed,15.52
20,Female,9.94,CIVIL,0,1,41,93,70,83,86,83.7,0,Placed,14.48
24,Male,7.55,ECE,1,3,36,60,100,79,44,98.1,0,Not Placed,0.0
23,Male,7.14,CSE,1,4,98,82,72,64,85,91.4,0,Placed,13.17
24,Female,6.43,ECE,2,0,57,82,97,57,66,94.5,3,Not Placed,0.0
22,Female,7.38,CIVIL,3,3,54,60,41,63,94,69.2,0,Placed,11.95
23,Male,9.36,MECH,1,4,95,67,83,54,62,84.3,0,Placed,17.12
22,Female,5.21,AIML,0,3,80,71,43,47,32,95.7,2,Not Placed,0.0
20,Male,9.89,MBA,2,1,63,69,78,52,78,62.7,0,Placed,16.45
20,Male,9.97,AIML,1,0,75,79,99,78,51,95.1,0,Placed,16.89
23,Female,7.99,AIML,3,0,76,51,88,87,83,62.6,0,Not Placed,0.0
23,Male,6.66,MECH,0,0,61,68,44,91,50,99.3,0,Not Placed,0.0
25,Male,6.12,AIML,2,1,41,40,41,99,56,63.4,3,Not Placed,0.0
24,Female,6.38,CIVIL,4,4,48,65,84,64,33,74.7,2,Not Placed,0.0
25,Male,5.25,MECH,3,4,76,55,99,62,30,62.2,1,Not Placed,0.0
24,Female,7.38,AIML,4,0,67,57,47,44,33,62.3,0,Not Placed,0.0
25,Male,5.29,MBA,4,4,39,72,89,91,84,94.7,2,Not Placed,0.0
22,Male,8.59,CSE,2,0,39,91,75,61,53,62.5,0,Placed,12.73
23,Male,6.86,MECH,2,4,70,89,45,86,58,91.7,0,Placed,11.54
20,Female,6.0,MECH,2,0,84,81,80,61,51,96.3,3,Not Placed,0.0
24,Female,7.72,ECE,4,4,100,82,49,64,52,97.4,0,Placed,15.94
24,Male,9.87,AIML,0,3,72,62,75,94,37,94.6,0,Placed,16.16
20,Male,8.48,CSE,2,0,67,87,43,86,87,98.2,0,Placed,14.34
25,Female,7.46,MBA,3,0,56,99,78,40,88,62.1,0,Not Placed,0.0
24,Male,8.88,CIVIL,2,2,61,44,53,43,36,99.9,0,Placed,14.77
22,Female,8.69,MECH,2,0,100,60,51,91,54,60.8,0,Placed,16.57
23,Male,9.46,CIVIL,2,4,77,40,86,92,74,66.7,0,Placed,16.68
20,Female,6.02,CIVIL,4,3,55,70,56,71,55,63.2,1,Not Placed,0.0
23,Male,9.29,CIVIL,0,3,87,57,60,92,59,89.8,0,Placed,15.89
24,Female,6.51,ECE,2,4,53,60,92,65,95,63.5,0,Not Placed,0.0
24,Female,9.7,CIVIL,4,1,83,46,52,75,82,71.7,0,Placed,18.43
20,Male,6.41,AIML,3,0,75,40,72,54,68,85.5,3,Not Placed,0.0
22,Male,9.63,AIML,0,3,87,62,93,74,40,79.9,0,Placed,16.54
21,Female,9.82,CSE,4,4,61,66,52,77,41,65.4,0,Placed,17.19
20,Female,5.73,CSE,1,3,45,99,87,66,79,80.9,1,Not Placed,0.0
21,Male,9.87,MBA,3,3,99,41,84,53,85,73.6,0,Placed,19.22
25,Male,5.43,CIVIL,3,4,94,73,48,73,69,83.4,1,Not Placed,0.0
21,Female,6.09,CIVIL,1,2,42,96,94,99,45,81.5,3,Not Placed,0.0
22,Male,7.22,ECE,4,3,35,55,89,64,78,99.6,0,Not Placed,0.0
25,Female,9.97,CIVIL,4,3,41,79,87,93,61,94.5,0,Placed,16.41
21,Male,7.44,CIVIL,3,1,38,49,59,66,74,60.1,0,Not Placed,0.0
25,Female,7.75,CIVIL,4,2,88,59,83,60,100,67.0,0,Placed,15.23
21,Female,8.47,MECH,1,1,96,87,79,87,34,96.5,0,Placed,15.47
22,Female,9.84,MECH,4,4,53,76,40,74,73,81.6,0,Placed,16.67
21,Male,8.92,ECE,3,0,44,64,52,91,70,90.4,0,Placed,14.21
21,Female,6.12,ECE,4,4,92,43,61,45,96,80.1,3,Not Placed,0.0
21,Male,6.51,AIML,0,2,79,71,90,74,51,91.4,0,Not Placed,0.0
20,Female,5.49,ECE,1,4,50,97,52,65,46,65.3,3,Not Placed,0.0
20,Male,8.22,MBA,1,2,30,84,74,94,79,89.5,0,Not Placed,0.0
20,Male,5.9,AIML,2,1,40,67,99,54,60,94.8,2,Not Placed,0.0
22,Female,6.29,CIVIL,4,3,96,79,40,44,42,70.6,2,Not Placed,0.0
25,Male,9.44,ECE,1,4,51,52,85,65,80,74.7,0,Placed,14.61
24,Female,6.63,MBA,4,4,36,44,95,72,62,83.6,0,Not Placed,0.0
21,Female,7.83,ECE,0,3,78,56,92,64,49,94.7,0,Placed,12.94
21,Female,6.99,ECE,3,4,30,86,72,96,77,96.3,0,Placed,9.92
22,Male,5.37,AIML,3,4,94,46,100,56,43,81.4,2,Not Placed,0.0
21,Male,6.81,AIML,2,0,92,49,44,91,91,86.3,0,Not Placed,0.0
20,Female,7.04,CSE,2,0,93,66,69,83,80,94.9,0,Not Placed,0.0
24,Male,9.48,AIML,1,3,55,98,44,59,99,69.3,0,Placed,15.13
23,Male,6.62,AIML,1,1,46,74,82,81,50,93.0,0,Not Placed,0.0
21,Male,6.9,MECH,1,4,40,62,64,95,67,70.5,0,Not Placed,0.0
20,Male,8.91,ECE,0,4,96,95,99,41,44,83.2,0,Placed,15.8
23,Female,8.79,AIML,2,1,39,55,65,94,65,97.4,0,Placed,13.18
24,Male,8.99,ECE,2,4,95,91,58,47,38,80.5,0,Placed,16.86
23,Female,9.77,ECE,3,1,61,66,51,58,88,63.7,0,Placed,16.69
20,Male,8.98,MECH,2,3,45,54,96,68,83,95.8,0,Placed,13.92
25,Male,7.04,ECE,2,3,55,45,47,87,46,83.4,0,Not Placed,0.0
25,Male,9.11,MBA,0,1,85,81,49,97,33,62.8,0,Placed,15.62
23,Male,7.54,AIML,1,1,38,78,57,58,42,60.4,0,Not Placed,0.0
22,Male,6.39,ECE,0,2,34,63,80,48,72,70.5,1,Not Placed,0.0
23,Female,6.51,CSE,4,0,36,90,50,47,37,64.8,0,Not Placed,0.0
21,Male,6.12,CSE,3,0,94,62,69,88,49,85.1,1,Not Placed,0.0
21,Male,5.72,MECH,3,4,41,44,44,54,100,83.9,3,Not Placed,0.0
25,Male,5.92,MBA,3,4,77,46,63,73,90,93.6,1,Not Placed,0.0
22,Male,5.32,AIML,1,1,54,61,84,43,73,80.5,3,Not Placed,0.0
20,Female,9.44,MECH,1,1,42,68,52,66,80,70.1,0,Placed,14.06
21,Male,9.66,CSE,1,0,70,92,95,77,87,62.0,0,Placed,16.11
25,Male,7.93,MBA,3,4,39,70,75,86,59,60.4,0,Placed,12.08
24,Male,9.2,AIML,3,0,69,74,88,52,39,97.0,0,Placed,16.2
25,Female,5.92,ECE,3,3,62,97,66,71,47,65.8,1,Not Placed,0.0
21,Male,9.51,AIML,4,0,64,73,71,74,54,80.0,0,Placed,16.96
21,Female,7.53,CIVIL,4,0,66,58,53,91,63,91.8,0,Placed,13.54
25,Male,5.34,AIML,3,1,45,73,80,87,73,97.1,2,Not Placed,0.0
20,Female,5.71,ECE,1,4,62,69,93,85,68,68.1,1,Not Placed,0.0
23,Female,6.54,CIVIL,1,3,82,58,41,75,97,69.3,0,Not Placed,0.0
21,Female,5.22,MBA,4,0,64,57,43,49,72,67.2,3,Not Placed,0.0
25,Male,6.55,MECH,4,0,84,40,50,94,49,66.4,0,Not Placed,0.0
25,Male,5.3,MBA,3,1,46,80,81,62,31,78.2,2,Not Placed,0.0
22,Male,6.18,AIML,3,2,56,97,76,62,56,85.4,2,Not Placed,0.0
23,Male,6.33,MECH,1,4,50,92,87,43,63,88.3,2,Not Placed,0.0
24,Male,9.97,AIML,2,4,50,55,77,83,84,73.1,0,Placed,15.96
20,Male,6.18,CSE,1,4,46,96,76,44,65,85.0,1,Not Placed,0.0
24,Female,6.2,CSE,1,0,56,79,52,43,98,60.1,1,Not Placed,0.0
23,Male,8.43,ECE,3,0,77,94,48,69,94,95.5,0,Placed,15.2
23,Male,9.3,MBA,2,0,73,67,81,80,73,94.8,0,Placed,16.26
23,Male,6.94,CSE,2,2,65,93,66,91,72,81.8,0,Placed,11.59
24,Female,9.38,CIVIL,3,0,57,50,41,72,95,69.7,0,Placed,15.8
23,Male,6.7,CIVIL,0,4,54,87,86,87,50,98.9,0,Not Placed,0.0
25,Female,5.99,AIML,3,4,76,91,66,79,90,92.4,2,Not Placed,0.0
24,Male,6.65,MECH,4,1,52,71,51,52,42,60.7,0,Not Placed,0.0
23,Male,8.05,CIVIL,2,2,79,65,51,93,57,78.8,0,Placed,14.24
25,Male,6.84,AIML,3,3,94,49,42,57,59,64.1,0,Placed,13.51
22,Male,8.36,MECH,1,0,45,62,65,71,31,65.3,0,Not Placed,0.0
23,Female,6.18,CSE,1,3,79,87,54,72,87,60.1,3,Not Placed,0.0
24,Female,8.5,AIML,1,0,42,84,66,97,50,87.5,0,Not Placed,0.0
21,Male,6.74,MECH,3,2,64,78,90,46,75,70.1,0,Not Placed,0.0
23,Female,7.28,ECE,0,2,61,72,84,53,54,72.2,0,Not Placed,0.0
21,Male,7.79,MBA,4,4,54,53,74,79,86,61.9,0,Placed,13.19
25,Female,8.43,MBA,1,2,72,48,52,87,49,60.3,0,Placed,14.05
22,Female,6.19,ECE,3,3,57,53,93,53,35,91.7,1,Not Placed,0.0
20,Male,9.18,CIVIL,0,3,95,75,95,49,47,86.5,0,Placed,16.18
22,Male,8.61,MBA,2,2,96,94,44,80,78,75.3,0,Placed,16.22
23,Male,6.17,MECH,2,3,62,80,82,98,49,62.8,1,Not Placed,0.0
21,Female,9.87,ECE,4,0,76,41,93,91,63,91.0,0,Placed,18.2
21,Male,8.32,CIVIL,3,1,64,100,56,78,39,97.1,0,Placed,14.27
24,Female,7.26,AIML,3,4,93,95,97,76,62,81.1,0,Placed,14.17
21,Female,5.79,AIML,1,1,41,50,58,85,84,65.6,3,Not Placed,0.0
24,Male,7.67,MECH,0,3,82,91,59,57,48,86.1,0,Placed,12.9
25,Male,5.82,MECH,4,4,73,53,98,58,95,62.9,1,Not Placed,0.0
20,Female,7.15,MECH,0,1,75,75,62,79,76,66.6,0,Not Placed,0.0
23,Male,7.04,MBA,4,1,40,74,98,81,78,78.8,0,Not Placed,0.0
24,Female,8.6,MECH,3,3,99,81,51,82,96,70.0,0,Placed,16.9
20,Male,5.96,ECE,3,4,75,91,71,76,59,97.2,2,Not Placed,0.0
21,Male,9.11,ECE,4,4,88,64,68,86,88,92.4,0,Placed,17.63
21,Male,6.63,CIVIL,0,1,88,72,44,42,60,71.1,0,Not Placed,0.0
20,Female,7.22,ECE,2,4,63,48,88,95,50,98.6,0,Placed,11.82
21,Male,8.86,MBA,2,4,50,52,90,94,46,75.1,0,Placed,14.07
25,Female,8.13,AIML,1,0,81,82,82,46,82,82.7,0,Placed,14.13
25,Male,6.54,CIVIL,1,3,77,49,41,46,80,82.6,0,Not Placed,0.0
20,Female,6.93,ECE,0,3,48,96,45,92,53,86.0,0,Not Placed,0.0
24,Female,6.53,MECH,3,0,33,72,60,91,69,69.7,0,Not Placed,0.0
24,Male,7.97,ECE,0,1,61,84,74,93,76,96.9,0,Not Placed,0.0
20,Female,6.66,CSE,4,2,57,48,54,77,49,70.6,0,Not Placed,0.0
24,Male,8.63,CIVIL,2,1,87,93,57,93,45,86.6,0,Placed,15.61
24,Male,7.9,MBA,1,0,70,79,88,98,87,90.6,0,Not Placed,0.0
25,Male,5.73,ECE,0,4,62,52,86,95,78,95.3,1,Not Placed,0.0
24,Female,6.55,ECE,0,0,43,63,41,45,71,78.3,0,Not Placed,0.0
22,Female,6.11,MBA,4,3,82,79,44,49,41,88.5,1,Not Placed,0.0
23,Female,6.95,AIML,3,4,71,98,76,91,70,63.4,0,Placed,12.28
21,Male,7.58,MECH,3,1,65,95,80,97,87,91.1,0,Placed,13.23
22,Female,7.53,MECH,2,4,54,99,45,97,89,90.2,0,Placed,11.67
24,Male,8.77,AIML,1,3,81,56,90,83,53,76.4,0,Placed,15.17
25,Female,5.95,AIML,3,0,69,72,81,75,42,72.5,1,Not Placed,0.0
20,Male,9.73,CSE,3,1,99,62,98,76,63,75.2,0,Placed,18.98
24,Female,6.71,MBA,3,2,91,66,90,94,90,63.6,0,Placed,12.9
25,Female,6.5,CIVIL,0,2,38,83,58,87,56,85.5,0,Not Placed,0.0
23,Female,8.43,MECH,3,0,98,100,55,66,96,96.5,0,Placed,16.61
24,Female,9.03,AIML,4,1,50,83,51,84,43,86.6,0,Placed,15.31
20,Male,6.89,AIML,2,1,82,96,63,40,70,83.2,0,Placed,12.27
25,Female,8.73,MBA,3,4,99,82,48,40,86,99.6,0,Placed,17.03
25,Male,9.42,CIVIL,1,0,30,65,42,87,59,81.7,0,Placed,13.39
25,Female,8.83,AIML,0,4,60,63,56,60,74,73.8,0,Placed,13.38
23,Female,5.17,CSE,4,0,74,50,69,76,30,88.2,1,Not Placed,0.0
24,Female,9.14,CIVIL,2,3,57,68,66,98,81,80.9,0,Placed,15.02
23,Male,8.87,CSE,0,0,32,87,63,67,49,98.9,0,Not Placed,0.0
21,Male,8.35,ECE,4,4,69,44,81,88,52,95.9,0,Placed,15.21
21,Male,8.8,MECH,0,1,33,63,89,94,35,97.9,0,Not Placed,0.0
24,Female,9.9,AIML,2,0,99,48,78,78,62,60.0,0,Placed,18.74
23,Male,7.16,CIVIL,2,1,41,94,46,75,37,73.4,0,Not Placed,0.0
20,Male,5.34,CSE,3,3,91,98,48,41,92,85.1,2,Not Placed,0.0
25,Female,7.3,MECH,1,2,100,49,55,41,33,72.3,0,Not Placed,0.0
25,Female,5.23,MECH,3,2,77,50,95,43,42,86.3,2,Not Placed,0.0
24,Male,6.47,AIML,0,4,36,100,50,41,64,88.6,1,Not Placed,0.0
21,Male,7.93,MECH,3,0,86,70,48,40,63,84.9,0,Placed,15.07
21,Female,6.55,AIML,2,3,85,42,40,88,85,78.3,0,Not Placed,0.0
25,Male,8.43,ECE,2,3,96,64,83,79,40,87.9,0,Placed,15.91
24,Female,9.11,AIML,2,1,42,92,74,57,67,91.2,0,Placed,13.92
23,Male,7.1,MBA,3,4,81,82,59,80,74,87.8,0,Placed,13.21
21,Female,9.5,CSE,4,3,92,79,90,73,87,92.5,0,Placed,18.55
23,Male,5.4,MBA,3,0,70,66,47,66,63,97.9,1,Not Placed,0.0
21,Male,9.2,MECH,3,3,52,40,46,98,53,64.1,0,Placed,15.2
21,Female,9.14,MECH,3,2,76,88,76,75,92,96.3,0,Placed,16.4
22,Female,6.61,MECH,3,4,94,87,76,94,68,70.9,0,Placed,13.1
21,Male,6.49,AIML,2,1,60,55,59,78,50,82.6,2,Not Placed,0.0
20,Female,6.53,CIVIL,1,0,65,74,44,65,65,97.7,0,Not Placed,0.0
24,Male,9.06,AIML,3,2,43,54,51,50,77,84.8,0,Placed,14.32
24,Female,9.16,CSE,3,3,66,73,60,79,42,63.4,0,Placed,15.98
23,Female,6.65,AIML,1,4,61,92,59,42,31,80.0,0,Not Placed,0.0
21,Male,7.96,MECH,3,4,82,50,44,88,56,95.8,0,Placed,15.09
20,Female,5.69,ECE,1,0,57,48,62,67,36,76.5,2,Not Placed,0.0
23,Male,7.34,CSE,2,1,94,100,96,75,48,93.9,0,Placed,13.77
22,Male,9.99,MBA,4,2,76,96,46,55,69,91.8,0,Placed,18.7
23,Female,5.79,ECE,3,1,100,63,40,74,50,96.3,1,Not Placed,0.0
23,Female,9.74,CSE,4,0,61,76,64,98,87,70.5,0,Placed,17.18
21,Male,9.12,CSE,3,0,53,74,58,91,55,79.9,0,Placed,15.18
22,Male,9.86,MECH,0,2,43,61,41,61,65,73.4,0,Placed,14.43
23,Male,5.9,MBA,0,4,76,79,51,55,73,81.4,2,Not Placed,0.0
20,Female,6.07,AIML,2,4,30,77,81,72,93,60.8,2,Not Placed,0.0
20,Male,5.08,MBA,4,2,48,46,64,52,56,69.7,3,Not Placed,0.0
24,Male,8.62,MECH,4,1,87,83,99,88,37,99.0,0,Placed,16.81
22,Male,8.22,MECH,1,2,36,69,71,100,30,84.1,0,Not Placed,0.0
22,Male,5.89,MECH,1,4,93,99,99,67,52,66.9,3,Not Placed,0.0
24,Male,8.96,ECE,3,1,47,68,87,83,60,80.3,0,Placed,14.47
23,Male,6.5,MBA,1,3,92,94,82,55,36,87.9,0,Placed,11.53
22,Male,5.67,MBA,1,1,97,78,57,99,38,84.1,1,Not Placed,0.0
20,Male,7.11,CSE,4,4,79,80,70,41,100,80.1,0,Placed,13.63
20,Female,5.45,CIVIL,0,0,97,48,97,65,82,87.0,1,Not Placed,0.0
21,Male,6.32,AIML,4,1,45,40,100,81,45,66.7,1,Not Placed,0.0
22,Female,6.86,MECH,1,1,43,42,83,67,53,77.5,0,Not Placed,0.0
23,Female,9.26,MBA,3,0,91,44,48,42,75,90.0,0,Placed,17.63
24,Female,8.96,MBA,0,4,36,50,60,83,58,83.2,0,Placed,12.22
24,Female,7.21,CSE,1,3,85,43,93,60,59,96.3,0,Placed,12.52
23,Male,8.62,AIML,1,3,43,83,78,71,80,77.8,0,Placed,12.46
25,Male,7.84,CIVIL,3,2,71,72,46,96,60,65.3,0,Placed,13.89
21,Male,6.7,CIVIL,3,3,99,72,52,45,59,62.0,0,Placed,13.45
24,Male,8.63,MECH,1,3,91,84,59,44,63,79.1,0,Placed,15.46
22,Female,8.42,CIVIL,1,1,72,59,52,63,48,77.5,0,Placed,14.05
21,Female,8.1,CIVIL,4,2,86,76,91,40,57,70.3,0,Placed,15.71
22,Female,8.09,AIML,2,3,60,59,67,62,35,83.6,0,Placed,13.19
20,Male,8.41,AIML,3,1,80,73,76,55,46,70.0,0,Placed,15.4
21,Female,6.92,MECH,3,2,96,60,64,47,65,68.7,0,Placed,13.74
24,Male,9.35,MBA,4,1,30,97,85,84,30,84.9,0,Placed,14.55
21,Male,5.81,CSE,0,0,73,90,87,64,45,97.8,2,Not Placed,0.0
21,Male,9.42,MECH,0,4,79,46,84,85,97,68.1,0,Placed,15.56
21,Female,6.71,ECE,0,4,89,55,65,50,76,67.3,0,Not Placed,0.0
25,Male,5.63,CIVIL,3,4,32,71,83,96,52,80.8,2,Not Placed,0.0
21,Female,8.0,CSE,2,3,83,75,72,51,96,64.8,0,Placed,14.34
22,Female,6.88,MBA,2,4,31,89,79,84,91,71.8,0,Not Placed,0.0
20,Female,9.08,MBA,4,4,58,50,79,47,44,99.6,0,Placed,15.79
23,Male,7.15,AIML,0,2,45,95,94,49,96,93.6,0,Not Placed,0.0
21,Female,8.34,ECE,0,2,88,87,93,74,72,88.2,0,Placed,14.23
24,Female,6.54,MBA,1,2,40,68,66,77,37,61.0,0,Not Placed,0.0
21,Male,6.05,ECE,4,3,53,81,54,60,73,70.6,1,Not Placed,0.0
24,Male,6.94,CIVIL,4,4,61,73,42,90,55,82.8,0,Placed,12.18
22,Male,8.03,AIML,3,3,83,98,68,57,96,88.4,0,Placed,15.06
24,Male,8.28,CSE,3,3,85,94,70,57,61,86.7,0,Placed,15.36
23,Male,7.89,AIML,4,3,100,95,98,97,93,67.4,0,Placed,16.27
20,Female,9.94,CIVIL,2,3,72,49,79,97,72,78.7,0,Placed,17.37
24,Male,8.46,MBA,4,3,82,42,94,65,91,67.9,0,Placed,16.22
24,Male,9.66,ECE,2,3,30,61,95,59,40,96.9,0,Placed,14.21
20,Female,5.59,CIVIL,3,4,90,71,57,64,38,82.3,3,Not Placed,0.0
23,Male,5.31,MBA,4,2,63,83,63,70,77,75.6,2,Not Placed,0.0
21,Female,6.55,MECH,2,1,90,59,100,57,35,96.7,0,Not Placed,0.0
24,Male,5.68,ECE,1,1,90,99,78,55,83,96.2,2,Not Placed,0.0
20,Female,7.63,CIVIL,1,1,37,41,100,92,91,80.2,0,Not Placed,0.0
22,Male,7.59,CSE,4,0,83,47,93,84,83,87.5,0,Placed,14.68
20,Female,7.88,CSE,0,2,82,89,96,95,85,72.8,0,Placed,13.18
22,Male,8.73,MBA,4,4,49,80,83,97,59,72.3,0,Placed,14.34
23,Female,9.86,MBA,3,3,75,64,86,82,32,82.0,0,Placed,17.54
21,Male,9.39,CSE,3,1,60,50,47,57,90,93.9,0,Placed,16.02
20,Female,5.59,MECH,1,2,55,63,68,87,44,83.9,2,Not Placed,0.0
25,Male,6.69,AIML,2,4,92,65,87,53,32,78.4,0,Placed,12.57
24,Male,6.28,CSE,1,1,49,74,76,46,44,86.6,2,Not Placed,0.0
23,Female,5.88,MBA,2,2,51,79,76,99,96,92.5,1,Not Placed,0.0
20,Male,7.72,MBA,4,4,86,44,48,77,58,91.5,0,Placed,15.19
24,Female,7.77,MECH,0,2,86,54,84,88,60,74.8,0,Not Placed,0.0
20,Female,6.14,CSE,3,3,55,81,69,68,100,97.4,3,Not Placed,0.0
22,Female,8.56,MECH,4,2,46,53,54,62,100,60.6,0,Placed,14.16
20,Male,8.66,CSE,1,2,56,76,79,86,84,78.0,0,Placed,13.38
25,Female,5.1,AIML,4,0,96,57,51,81,72,96.3,1,Not Placed,0.0
20,Female,6.98,CIVIL,0,3,85,51,91,96,54,87.8,0,Not Placed,0.0
20,Female,9.45,CSE,2,2,53,42,100,88,84,88.2,0,Placed,15.04
25,Male,7.6,CIVIL,0,3,54,79,80,73,79,66.3,0,Not Placed,0.0
23,Male,6.74,CSE,1,2,39,85,66,94,67,83.3,0,Not Placed,0.0
20,Male,6.27,AIML,0,3,65,72,86,56,89,98.7,3,Not Placed,0.0
25,Male,6.22,MBA,3,4,74,43,86,84,81,68.5,3,Not Placed,0.0
24,Male,5.5,CIVIL,0,1,46,93,70,57,99,73.1,3,Not Placed,0.0
22,Male,9.09,MECH,4,0,87,96,52,58,74,75.5,0,Placed,17.54
22,Female,5.43,CSE,2,1,52,79,54,41,48,74.4,3,Not Placed,0.0
20,Female,6.46,MBA,3,2,37,65,93,68,34,85.1,2,Not Placed,0.0
23,Female,5.23,CSE,3,2,79,60,44,41,71,69.4,2,Not Placed,0.0
23,Male,8.91,MECH,3,4,45,84,81,57,59,80.2,0,Placed,14.16
24,Male,5.2,AIML,1,2,72,55,94,78,94,76.0,3,Not Placed,0.0
20,Female,6.54,ECE,1,3,75,87,64,81,34,85.8,0,Not Placed,0.0
22,Female,7.87,CSE,4,1,78,62,51,75,67,69.7,0,Placed,14.88
23,Female,7.05,MECH,2,2,44,63,88,75,40,82.1,0,Not Placed,0.0
20,Female,6.41,ECE,0,4,78,99,48,95,58,89.6,1,Not Placed,0.0
23,Male,6.38,CSE,4,0,50,48,100,60,43,87.7,1,Not Placed,0.0
25,Female,8.99,CIVIL,1,1,35,58,65,72,39,93.4,0,Placed,12.85
23,Male,9.87,MBA,4,4,84,66,76,41,68,98.2,0,Placed,18.69
22,Male,6.74,MBA,2,4,44,79,48,49,89,94.2,0,Not Placed,0.0
21,Female,5.2,MECH,4,1,40,70,44,54,52,97.5,2,Not Placed,0.0
24,Male,5.18,CIVIL,3,4,68,90,94,51,51,60.7,1,Not Placed,0.0
24,Male,8.8,AIML,0,0,80,40,85,42,52,85.2,0,Not Placed,0.0
22,Male,7.76,ECE,1,0,66,52,46,43,51,70.7,0,Not Placed,0.0
23,Male,8.92,MECH,1,2,78,84,80,48,91,92.4,0,Placed,15.32
20,Female,8.49,CSE,2,3,86,43,70,85,48,92.8,0,Placed,15.19
23,Male,9.54,MBA,2,2,94,94,83,81,51,61.9,0,Placed,17.94
22,Male,9.43,CSE,2,3,46,64,76,49,30,83.8,0,Placed,14.65
24,Male,8.94,ECE,1,1,92,49,46,70,63,94.0,0,Placed,16.22
23,Male,7.38,CIVIL,3,4,43,62,44,76,55,83.5,0,Placed,11.29
24,Male,6.54,CIVIL,0,2,67,97,91,50,33,77.0,0,Not Placed,0.0
20,Female,7.54,MECH,2,4,54,82,100,100,77,63.1,0,Placed,11.83
24,Male,7.51,MECH,1,2,66,69,56,66,74,89.2,0,Not Placed,0.0
24,Female,8.05,CIVIL,3,2,85,53,50,85,41,63.0,0,Placed,15.04
21,Female,5.93,MECH,2,0,36,71,76,45,66,83.9,1,Not Placed,0.0
21,Female,8.28,CIVIL,2,3,40,69,99,82,32,96.7,0,Placed,12.37
25,Male,7.28,ECE,0,1,64,44,75,69,57,76.8,0,Not Placed,0.0
21,Male,8.1,MECH,0,4,65,84,66,82,31,90.8,0,Placed,12.38
24,Female,6.2,CIVIL,4,2,99,54,40,74,85,92.0,2,Not Placed,0.0
22,Male,7.17,MECH,2,4,81,56,97,84,94,60.4,0,Placed,12.62
24,Female,6.05,CSE,4,0,98,87,40,57,75,96.6,3,Not Placed,0.0
22,Female,9.38,MBA,1,1,71,72,53,89,73,67.6,0,Placed,15.7
22,Female,7.44,CSE,0,3,100,51,92,45,47,71.3,0,Placed,13.34
21,Female,6.12,AIML,3,3,44,64,99,52,66,94.8,2,Not Placed,0.0
23,Female,5.21,CIVIL,2,2,50,91,67,77,83,87.5,2,Not Placed,0.0
20,Male,8.38,AIML,2,1,30,58,80,51,54,74.9,0,Not Placed,0.0
21,Female,6.07,CIVIL,4,3,97,98,40,46,91,63.5,3,Not Placed,0.0
21,Male,9.95,MBA,0,1,40,92,47,53,54,75.4,0,Placed,14.48
23,Male,7.67,MECH,4,4,39,62,84,48,81,98.7,0,Placed,12.19
20,Female,6.44,CIVIL,2,0,74,78,80,74,92,64.2,3,Not Placed,0.0
24,Female,8.29,CSE,0,1,85,44,86,86,44,93.8,0,Placed,14.14
25,Female,6.38,MECH,2,1,48,79,98,46,75,73.0,3,Not Placed,0.0
25,Female,9.1,MBA,0,3,71,60,82,78,85,86.2,0,Placed,14.76
24,Male,6.54,CSE,2,2,70,97,65,95,55,85.3,0,Not Placed,0.0
21,Female,9.94,MECH,3,2,49,75,75,60,93,73.0,0,Placed,16.29
20,Female,8.03,CIVIL,4,4,56,53,68,58,49,62.2,0,Placed,13.81
21,Female,9.22,CIVIL,0,3,41,45,79,98,96,66.0,0,Placed,13.09
22,Male,5.36,CSE,4,3,93,58,84,66,54,82.6,3,Not Placed,0.0
21,Male,6.74,ECE,0,0,67,43,88,100,50,98.0,0,Not Placed,0.0
21,Female,8.69,CIVIL,0,2,95,63,43,41,63,97.0,0,Placed,15.26
24,Male,8.28,ECE,0,3,87,65,81,91,54,64.5,0,Placed,14.06
24,Male,5.97,MECH,2,4,40,81,41,99,94,95.0,2,Not Placed,0.0
24,Female,6.78,ECE,1,0,59,58,97,95,58,69.4,0,Not Placed,0.0
